Playback,UnitQuaternion.z,UnitQuaternion.y,UnitQuaternion.x,UnitQuaternion.w
0.6800739999999905,-0.1288778,0.8964947,0.02561489,0.4231213
0.6884049999999888,-0.1283376,0.8983712,0.02512424,0.4193178
0.6967369999999846,-0.1279256,0.8998617,0.02476404,0.416258
0.7050689999999804,-0.1273291,0.902018,0.02427594,0.4117785
0.7133999999999787,-0.1270617,0.9033986,0.02386275,0.4088484
0.7217319999999745,-0.1267904,0.9047351,0.02363485,0.4059801
0.7300629999999728,-0.1265782,0.9057573,0.02346987,0.4037709
0.7383950000000254,-0.1264274,0.9064677,0.02334258,0.4022282
0.7467260000000238,-0.1262762,0.9071755,0.02321523,0.4006845
0.7550580000000195,-0.1258202,0.909011,0.02311472,0.3966536
0.7633890000000179,-0.1254449,0.9109084,0.02264963,0.3924238
0.7717210000000136,-0.1250546,0.9130629,0.02223619,0.3875348
0.780052000000012,-0.1247898,0.9145228,0.02183458,0.3841859
0.7883840000000077,-0.1244658,0.915908,0.02145512,0.3809991
0.7967150000000061,-0.1242248,0.9170076,0.0212146,0.378438
0.8050470000000018,-0.1240649,0.9178591,0.02109749,0.3764271
0.8133780000000002,-0.1238599,0.9189004,0.02092565,0.3739559
0.8217099999999959,-0.1235031,0.9206391,0.02055202,0.3697948
0.8300409999999943,-0.1231369,0.9227206,0.0200527,0.3647217
0.83837299999999,-0.1227765,0.9244729,0.01953751,0.3604083
0.8467039999999884,-0.1226398,0.9257612,0.01896333,0.3571641
0.8550359999999841,-0.1223653,0.9271737,0.01838015,0.3536072
0.8633679999999799,-0.1221926,0.9282141,0.01791342,0.350951
0.8716989999999782,-0.1221073,0.9289782,0.01753103,0.3489728
0.880030999999974,-0.1220073,0.9298864,0.01705797,0.3466043
0.8883619999999723,-0.1218332,0.9315264,0.01614136,0.3422788
0.896694000000025,-0.1215838,0.9334859,0.01530472,0.3370271
0.9050250000000233,-0.1212697,0.9354759,0.01444526,0.331617
0.9133570000000191,-0.1210707,0.9368036,0.01383375,0.3279475
0.9216880000000174,-0.1208424,0.9382195,0.01315652,0.3239879
0.9300200000000132,-0.1206086,0.9392868,0.01266267,0.3209883
0.9383510000000115,-0.1203741,0.940096,0.012308,0.3187131
0.9466830000000073,-0.1200878,0.9410817,0.01184821,0.3159174
0.9550140000000056,-0.1196937,0.9424325,0.01117014,0.312041
0.9633460000000014,-0.1192188,0.944088,0.01057329,0.3072014
0.9716769999999997,-0.1186468,0.9463441,0.00945008,0.3004437
0.9800089999999955,-0.1181928,0.9478489,0.00872082,0.2958665
