Playback,UnitQuaternion.z,UnitQuaternion.y,UnitQuaternion.x,UnitQuaternion.w
0.32179300000001376,-0.03914547,0.8278633,0.02079577,0.5591756
0.3301240000000121,-0.03827895,0.8277966,0.02020462,0.5593562
0.33845600000000786,-0.03780926,0.8277772,0.01982711,0.5594304
0.3467870000000062,-0.03733962,0.8277574,0.01944964,0.5595043
0.35511900000000196,-0.0361381,0.8276864,0.01857158,0.5597181
0.36345099999999775,-0.03491659,0.8276164,0.01770888,0.5599271
0.37178199999999606,-0.03401441,0.8275702,0.01708088,0.5600705
0.38011399999999185,-0.03275507,0.8274351,0.01618985,0.5603715
0.38844499999999016,-0.03111012,0.8272894,0.01491661,0.5607156
0.39677699999998595,-0.02976307,0.8271164,0.0134792,0.5610802
0.40510799999998426,-0.02934396,0.8270841,0.01305062,0.5611601
0.41343999999998005,-0.02892479,0.8270513,0.01262199,0.5612398
0.42177099999997836,-0.02851849,0.8270251,0.01186563,0.5613158
0.43010299999997414,-0.02812896,0.826992,0.01108435,0.5614002
0.43843399999997246,-0.02773743,0.8269792,0.01034808,0.5614525
0.4467660000000251,-0.02730319,0.8270304,0.00974985,0.5614091
0.4550970000000234,-0.0269236,0.8270321,0.00946783,0.5614297
0.4634290000000192,-0.02668799,0.8269882,0.0093867,0.5615072
0.4717600000000175,-0.02659101,0.8269277,0.00945208,0.5615997
0.4800920000000133,-0.02659701,0.8269012,0.0095341,0.561637
0.4884230000000116,-0.02660302,0.8268747,0.0096161,0.5616743
0.4967550000000074,-0.02661822,0.8268241,0.00979113,0.561745
0.5050860000000057,-0.02664674,0.8267423,0.01006904,0.5618592
0.5134180000000015,-0.02666704,0.826678,0.01030046,0.5619485
0.5217489999999998,-0.02671869,0.8266786,0.01052024,0.5619411
0.5300809999999956,-0.02676254,0.8267023,0.01067347,0.5619015
0.5384129999999914,-0.02672423,0.8267128,0.01074961,0.5618863
0.5467439999999897,-0.02668592,0.8267234,0.01082573,0.5618711
0.5550759999999855,-0.02669423,0.8266858,0.01105652,0.5619215
0.5634069999999838,-0.0266916,0.8266594,0.01153633,0.5619509
0.5717389999999796,-0.02668863,0.8265648,0.01200627,0.5620802
0.5800699999999779,-0.02670805,0.8265311,0.01252986,0.5621175
0.5884019999999737,-0.02668733,0.8264574,0.01300724,0.5622158
0.596732999999972,-0.02666286,0.8263227,0.01343267,0.5624052
0.6050650000000246,-0.02665693,0.8261743,0.01382024,0.562614
0.6133960000000229,-0.02662023,0.8261132,0.01404583,0.5626999
0.6217280000000187,-0.02658351,0.826052,0.01427144,0.5627857
0.630059000000017,-0.02656287,0.8259309,0.01463372,0.562955
0.6383910000000128,-0.02656799,0.8257115,0.01515611,0.5632628
0.6467220000000111,-0.0268649,0.8254048,0.0158029,0.5636804
0.6550540000000069,-0.0272385,0.8251112,0.01636039,0.5640762
0.6633850000000052,-0.02746394,0.824892,0.01669941,0.5643758
0.671717000000001,-0.02762886,0.8247659,0.01685764,0.5645472
0.6800479999999993,-0.02780766,0.824627,0.01702374,0.5647365
0.6883799999999951,-0.0280903,0.8243919,0.01724883,0.5650588
0.6967119999999909,-0.02844917,0.8242261,0.01753275,0.565274
0.7050429999999892,-0.02901312,0.824036,0.01787939,0.5655116
0.713374999999985,-0.02986274,0.8237442,0.01840106,0.5658755
0.7217059999999833,-0.0306195,0.8235711,0.01888032,0.5660712
0.7300379999999791,-0.03126612,0.8234534,0.01918374,0.5661969
