Playback,UnitQuaternion.z,UnitQuaternion.y,UnitQuaternion.x,UnitQuaternion.w
0.17182600000001003,-0.01081223,0.6671525,0.1379619,0.7319543
0.18015700000000834,-0.0108262,0.6674803,0.1380408,0.7316403
0.18848900000000413,-0.01082852,0.6680639,0.1382062,0.7310762
0.19682000000000244,-0.01087173,0.6683685,0.1383558,0.7307688
0.20515199999999822,-0.01092861,0.6686698,0.1385214,0.7304609
0.21348299999999654,-0.01099848,0.6689757,0.1387043,0.730145
0.22181499999999232,-0.01125216,0.6692854,0.1387886,0.7298412
0.23014599999999064,-0.01142052,0.6695785,0.1389021,0.7295482
0.23847799999998642,-0.01153103,0.6698607,0.139036,0.7292618
0.24680899999998474,-0.01168037,0.6701773,0.1391587,0.728945
0.2551409999999805,-0.01183505,0.6704986,0.1392797,0.7286239
0.26347199999997883,-0.01217777,0.6709496,0.1394221,0.7281756
0.2718039999999746,-0.0127207,0.6716603,0.1397435,0.7274492
0.28013600000002725,-0.01311096,0.67212,0.1398841,0.7269906
0.28846700000002556,-0.01352956,0.6726027,0.1399707,0.7265197
0.29679900000002135,-0.01377047,0.6728336,0.1401198,0.7262725
0.30513000000001966,-0.01403176,0.6730714,0.1402871,0.7260149
0.31346200000001545,-0.01446307,0.6734222,0.1405439,0.7256314
0.32179300000001376,-0.01475061,0.6737826,0.1406281,0.7252745
0.33012500000000955,-0.01501998,0.6741433,0.1407388,0.7249123
0.33845600000000786,-0.01522997,0.6745054,0.1408202,0.7245551
0.34678800000000365,-0.01539857,0.6748675,0.1408904,0.7242007
0.35511900000000196,-0.01550987,0.6752164,0.1410824,0.7238356
0.36345099999999775,-0.01561659,0.6755896,0.1412473,0.7234529
0.37178199999999606,-0.01571636,0.6758931,0.1413493,0.7231472
0.38011399999999185,-0.01581219,0.6761533,0.1414146,0.7228891
0.38844499999999016,-0.01594576,0.6765671,0.1416794,0.722447
0.39677699999998595,-0.01599237,0.6768013,0.1418398,0.7221951
0.40510799999998426,-0.01606769,0.6770205,0.1420351,0.7219495
0.41343999999998005,-0.01611618,0.677215,0.142269,0.7217199
0.42177099999997836,-0.01598956,0.6773061,0.1425335,0.721585
0.43010299999997414,-0.01604101,0.6773512,0.142834,0.7214821
0.4384350000000268,-0.01604447,0.6773618,0.1430781,0.7214237
